"","doy","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"84",84,2594.11422881396,2293.62743443683,2668.45993854085,2341.78368199186,2856.17587416305,NA,2632.6194398682,2309.48348856901,NA,NA,NA,2763.51860102826,2461.23647281011,NA,2401.09140518417,2698.85209116902
"85",85,2594.11422881396,2293.62743443683,2668.45993854085,2341.78368199186,2856.17587416305,NA,2632.6194398682,2309.48348856901,NA,NA,NA,2763.51860102826,2461.23647281011,NA,2401.09140518417,2698.85209116902
"86",86,2594.11422881396,2293.62743443683,2668.45993854085,2341.78368199186,2856.17587416305,NA,2632.6194398682,2309.48348856901,NA,NA,NA,2763.51860102826,2461.23647281011,NA,2401.09140518417,2698.85209116902
"87",87,2594.11422881396,2293.62743443683,2668.45993854085,2341.78368199186,2856.17587416305,NA,2632.6194398682,2309.48348856901,NA,NA,NA,2763.51860102826,2461.23647281011,NA,2401.09140518417,2698.85209116902
"88",88,2594.11422881396,2293.62743443683,2668.45993854085,2341.78368199186,2856.17587416305,NA,2632.6194398682,2309.48348856901,NA,NA,NA,2763.51860102826,2461.23647281011,NA,2401.09140518417,2698.85209116902
"89",89,NA,2088.94032282798,2856.02805025883,2555.14963299097,2680.65800571654,2498.35313077452,3714.28571428571,2277.64973052021,NA,NA,2600.27726278374,3415.43242315001,2845.48248730529,NA,2573.70871203724,2356.9934621202
"90",90,NA,2088.94032282798,2856.02805025883,2555.14963299097,2680.65800571654,2498.35313077452,3714.28571428571,2277.64973052021,NA,NA,2600.27726278374,3415.43242315001,2845.48248730529,NA,2573.70871203724,2356.9934621202
"91",91,NA,2088.94032282798,2856.02805025883,2555.14963299097,2680.65800571654,2498.35313077452,3714.28571428571,2277.64973052021,NA,NA,2600.27726278374,3415.43242315001,2845.48248730529,NA,2573.70871203724,2356.9934621202
"92",92,NA,2088.94032282798,2856.02805025883,2555.14963299097,2680.65800571654,2498.35313077452,3714.28571428571,2277.64973052021,NA,NA,2600.27726278374,3415.43242315001,2845.48248730529,NA,2573.70871203724,2356.9934621202
"93",93,NA,2088.94032282798,2856.02805025883,2555.14963299097,2680.65800571654,2498.35313077452,3714.28571428571,2277.64973052021,NA,NA,2600.27726278374,3415.43242315001,2845.48248730529,NA,2573.70871203724,2356.9934621202
